				Continue the fight.	Ipagpatuloy mo ang laban.			The meter reads 90 degrees Celsius.	Ang metro ay nagpapakita ng sukat na siyamnapung sentigrado.
				Houses were buried by the landslide.	Ang mga bahay ay natabunan sa gumuhong lupa.			Two points remaining.	Dalawang puntos na lang.
				The car accidentally bumped the waiting passenger.	Aksidenteng nabangga ng kotse ang nag-aabang na pasahero.			Just two points.	Dalawang puntos lang.
				My classmate died this morning.	Namatay ang aking kaklase ngayong umaga.			Two more points.	Dalawang puntos pa.
				The fisherman has big catch.	Ang mangingisda ay may malaking huli.			What did General Luna fight for?	Ano ang pinaglaban ni Heneral Luna?
				Are you running for a position this coming election?	Tatakbo ka ba para sa isang posisyon ngayong darating na halalan?			Bring Suzy to the clinic.	Dalhin mo si Suzy sa clinic.
				You are unpredictable.	Ang labo mo.			Is the doktor in the clinic?	Nasa clinic ba ang doktor?
				Come in, don't be shy.	Pumasok ka, huwag kang mahiya.			The students are leaving.	Aalis na ang mga estudyante.
				Are you selling drug?	Nagbibinta ka ba ng droga?			The teachers are leaving.	Aalis na ang mga guro.
				Let us play hide and seek.	Maglalaro tayo ng taguan.			I'm sorry.	Pasensya ka na.
				He lost his job.	Nawalan siya ng trabaho.			The characters here are only products of imagination.	Ang mga karakter dito ay kathang isip lamang.
				How much you earn?	Magkano ang kinikita mo?			Let's eat pansit palabok!	Kain naman tayo ng pansit palabok!
				Face you problem.	Harapin mo ang iyong problema.			Let's go to Ministop.	Punta tayo sa Ministop.
				The robber broke the window of the car.	Binasag ng magnanakaw ang bintana ng sasakyan.			Will you treat me to a snack?	Ililibre mo ba ako ng merienda?
				Wear complete uniform tomorrow.	Isuot ang kumpletong uniporme bukas.			I will treat you to a snack.	Ililibre kita ng merienda.
				Comb your hair.	Suklayin ang iyong buhok.			I discovered a different method.	May nadiskubre akong ibang paraan.
				Remember me?	Naalala mo ako?			I discovered a different path.	May nadiskubre akong ibang daan.
				Don't fool me.	Huwag mo akong lokohin.			How many bites have you had?	Naka-ilang subo ka na?
				Change your clothes.	Palitan mong damit mo.			The chicken of Colonel Sanders is finger licking good.	Ang manok ni Koronel Sanders ay nakakapagpadila ng daliri sa sarap.
				Follow me.	Sundin mo ako.			Lieutenant Manuel found the missing body part.	Si Tinyente Manuel ang nakahanap sa nawawalang bahagi ng katawan.
				Pick your choice.	Mamili ka.			Are you still here?	Nandito ka pa ba?
				He buys a new pants.	Bumibili siya ng bagong pantalon.			Are you still there?	Nandiyan ka pa ba?
				Wash your hands before eating.	Maghugas ng kamay bago kumain.			My shoes are inside the locker.	Ang sapatos ko ay nasa loob ng locker.
				Take a shower everyday.	Maligo araw-araw.			The letters are reversed.	Ang mga titik ay nagkabaliktad.
				Happy birthday.	Maligayang pagbati sa iyong kaarawan.			Draw the rows and columns.	Iguhit mo ang mga hilera at mga haligi.
				She is washing the dishes.	Hinuhugasan nya ang mga pinggan.			Answer the puzzle.	Sagutan ang palaisipan.
				You fetch water.	Mag-igib ka ng tubig.			Please prove the theory of evolution.	Pakipatunayan ang teorya ng ebolusyon.
				The road is slippery.	Madulas ang daan.			The pillow feels nice to hug.	Ang unan ay masarap yakapin.
				Put this flower in the flower vase.	Ilagay mo ang bulaklak na ito sa plurera.			The slipper is the right fit.	Ang tsinelas ay tama ang lapat.
				The newborn baby is crying.	Umiiyak ang bagong panganak na sanggol.			The angel and demon are locked in eternal battle.	Ang anghel at demonyo ay nagkakabit sa walang hanggang sagupaan.
				Nobody hurts from the accident.	Walang nasaktan sa aksidente.			Someone picked the lock.	Mayroong nanungkit ng kandado.
				The farmer plows the soil.	Binubungkal ng magsasaka ang lupa.			I boxed him.	Kinahon ko siya.
				I saw a whale.	Nakakita ako ng butanding.			I boxed him.	Sinuntok ko siya.
				She colors my hair.	Kinukulayan nya ang buhok ko.			I punched him.	Sinuntok ko siya.
				What are you looking at?	Ano ang tinitingnan mo?			There are 3000 various worlds.	Mayroong tatlong libong magkakaibang mundo.
				He is watching TV.	Siya ay nanonood ng telebisyon.			Watch your back!	Bantayan mo ang likod mo!
				Are you listening to the radio?	Nakikinig ka ba sa radyo?			I can make the stars kneel.	Kaya ko paluhurin ang mga tala.
				Submit your project.	Ipasa mo ang iyong proyekto.			I want to hold your hand.	Nais ko hawakan ang iyong kamay.
				She is walking along the beach.	Siya ay naglalakad sa dalampasigan.			Are you the middle child in your family?	Ikaw ba ang pang-gitnang anak sa inyong pamilya?
				He is flying a kite.	Nagpapalipad siya ng saranggola.			Are you the eldest child in your family?	Ikaw ba ang panganay sa inyong pamilya?
				Thank you very much for your help.	Maraming salamat sa iyong tulong.			Are you the youngest child in your family?	Ikaw ba ang bunso sa inyong pamilya?
				Don't throw your garbage here.	Huwag mong itapon ang iyong basura dito.			Are you an only child?	Ikaw ba ay nag-iisang anak?
				I need a vacation.	Kailangan ko ng bakasyon.			I swear every only child I met is crazy.	Sinusumpa ko lahat ng nag-iisang anak na nakilala ko ay baliw.
				Are you planning to finish your studies?	May plano ka bang tapusin ang iyong pag-aaral?			Are you the middle sibling?	Ikaw ba ang pang-gitnang kapatid?
				The storage is full.	Puno na ang bodega.			Are you the eldest sibling?	Ikaw ba ang panganay?
				Just close your eyes.	Ipikit mo lang ang iyong mga mata.			Are you the youngest sibling?	Ikaw ba ang bunso?
				The truth will come out.	Lalabas din ang katotohanan.			How did your parents meet?	Paano nagkakilala ang mga magulang mo?
				My friend gave birth to her first child yesterday.	Iniluwal ng kaibigan ko ang kanyang panganay na anak kahapon.			They are selling grilled squid.	Nagbebenta sila ng inihaw na pusit.
				Follow her footsteps.	Sundan mo ang mga yapak niya.			Jao's coconut fell down.	Nahulog ang niyog ni Jao.
				The dog barks.	Kumakahol ang aso.			Please serve the coconut of darkness.	Pakiahin ang buko ng kadiliman.
				Have you seen something?	May nakita ka ba?			I have special attack techniques!	Mayroon akong espesyal na pamamaraan sa pag-atake.
				For a moment.	Sandali lang.			I hope they're stronger than me.	Sana ay mas malakas sila kaysa sa akin.
				Are you jealous with her?	Nagseselos ka ba sa kanya?			We can do it.	Kaya natin gawin.
				The woman crossed the street.	Tumawid ang babae sa daan.			We can do it.	Kaya namin gawin.
				Is there something wrong?	May masama bang nangyari?			I will clean the way for my master.	Lilinisan ko ang daraanan ng aking amo.
				Are you telling the truth?	Nagsasabi ka ba ng totoo?			Fight along with my blade.	Lumaban kasama ang aking patalim.
				Don't lie.	Huwag kang magsinungaling.			You got a good taste.	Meron kang magaling na panlasa.
				Let's play.	Laro tayo.			The hunt begins.	Ang pangangaso ay nagsisimula na.
				It's my first win.	Ito ang una kong panalo.			From now on, my sword will always be with you.	Mula ngayon, ang aking espada ay palaging kasama mo.
				Are you crazy?	Naloloko ka ba?			Who has the last laugh?	Sino ang may huling halakhak?
				My phone is broken.	Sira ang aking telepono.			Wait for it.	Hintayin mo.
				Just kidding.	Biru-biroan lang.			It is my pleasure.	Ikinalulugod ko.
				Enough already.	Tama na.			Nothing lasts forever.	Walang tumatagal nang magpakailanman.
				I love you.	Iniibig kita.			We can change the future.	Kaya nating baguhin ang hinaharap.
				How was your vacation?	Kumusta yung bakasyon mo?			For honor!	Para sa karangalan!
				He stole the ball from me.	Ninakaw niya yung bola mula sa akin.			Adventure is calling for us.	Tinatawag tayo ng pakikipagsapalaran.
				You passed the exam.	Pumasa ka sa pagsusulit.			I will protect you!	Poprotektahan kita!
				I have a headache.	Masakit ang aking ulo.			I've been waiting for too long.	Ako ay masyadong matagal nang naghihintay.
				Do you know the answer to this question?	Alam mo ba ang sagot sa tanong na ito?			Hello, my friend.	Hello, aking kaibigan.
				I'm confused.	Nalilito ako.			We make a good pair.	Tayo ay bumubuo ng magandang pares.
				Where are you going?	Saan ka pupunta?			Did you take a picture?	Kumuha ka ba ng litrato?
				You're here	Nandito ka na.			Please don't harm my cat.	Pakiusap huwag mong saktan ang aking pusa.
				What now?	Paano na ngayon?			Please don't harm my dog.	Pakiusap huwag mong saktan ang aking aso.
				You're a blessing in my life	Biyaya ka sa buhay ko			Don't harm my cat!	Huwag mong saktan ang aking pusa!
				You never learn	Di na natuto			Don't harm my dog!	Huwag mong saktan ang aking aso!
				You're the only one i think about.	Ikaw lamang ang nasa isip ko.			Don't touch my birdie.	Huwag mong hawakan ang aking birdie.
				I'm tired	Pagod na ako			Remember me!	Alalahanin mo ako!
				I quit	Ayoko na			The sun will rise again.	Ang araw ay sisikat muli.
				You're irritating	Nakakirita ka			You will be found.	Ikaw ay matatagpuan.
				Are you done?	Tapos ka na?			I am always searching for something.	Ako ay laging may hinahanap.
				I will never do it again	Di na ako uulit pa			Contact me in case of emergency.	Makipag-ugnay ka sa akin mangyaring may kagipitan.
				Please don't cry	Wag ka nang umiyak			Do you have any tea?	Mayroon ba kayong tsaa?
				I want to learn how to sing.	Gusto kong matutong umawit.			Where can we buy milk tea?	Saan tayo makakabili ng tsaang may gatas?
				Did you get what he said?	Nakuha mo ba yung sinabi niya?			Where can we buy tea with milk?	Saan tayo makakabili ng tsaang may gatas?
				This is my plan.	Ito ang aking plano.			Chocolate milk or milk chocolate?	Tsokolateng gatas o gatas na tsokolate?
				I didn't catch the bus.	Iniwan na ako ng bus.			How does it feel to be human?	Anong pakiramdam ng pagiging tao?
				We are going to watch a movie.	Manood kami ng pelikula.			Ketchup goes great with hotdog.	Ang ketchup ay masarap sa hotdog.
				I live here	Dito ako nakatira			Fried eggplant is tasty with soy sauce.	Ang pritong talong ay masarap na may toyo.
				Have you heard?	Nadinig mo ba?			Hurry up before I change my mind.	Bilisan mo bago magbago ang isip ko.
				That's it.	Bahala na.			We still have the summer.	Nasa atin pa din ang tag-init.
				Where are you going?	Saan ka pupunta?			That man lost both of his legs.	Ang mamang iyon ay nawalan ng dalawang hita.
				I want to sleep	Gusto kong matulog			But what for?	Ngunit para saan?
				I want to ride a bicycle.	Gusto kong sumakay sa biseklita,			I will be waiting on the other side.	Ako ay maghihintay sa kabilang dako.
				A teacher helped me.	Tingnan mo ang mga bituin.			I'll be waiting on the other side.	Ako ay maghihintay sa kabilang dako.
				Do you still need me?	Kailangan mo pa ba ako?			It is better if you do not understand.	Mas mabuti kung hindi mo naiintindihan.
				I already submitted my homework.	Naipasa ko na yung takdang-aralin.			It's better if you don't understand.	Mas mabuti kung hindi mo naiintindihan.
				Ngayon na!	Now!			It's better if you do not understand.	Mas mabuti kung hindi mo naiintindihan.
				It hurts inside.	Masakit sa loob			It is better if you don't understand.	Mas mabuti kung hindi mo naiintindihan.
				I'm done.	Tapos na ako.			You make me float.	Pinapalutang mo ako.
				Did you like the food?	Nagustuhan mo ba ang pagkain?			What traits are you looking for?	Anong katangian ang iyong hinahanap?
				I taught them how to read.	Tinuruan ko silang magbasa.			What traits are you looking for?	Anong katangian ang hinahanap mo?
				Don't hesitate to tell me the truth.	Huwag kang mag-atubiling sabihin sa akin ang totoo.			Do you want to dance?	Gusto mo bang sumayaw?
				I am leaving.	Aalis na ako.			Shall we dance?	Sayaw tayo?
				Marry me	Pakasalan mo ako			Shall we sit?	Upo tayo?
				I can't stand the heat of the sun.	Di ko kinaya ang init ng araw.			Shall we move?	Galaw tayo?
				It's hard.	Ang hirap 			Shall we transfer?	Lipat tayo?
				I'm nervous	Kinakabahan ako			Shall we sing?	Kanta tayo?
				A little more to go and we're done.	Kaunti na lang at matatapos na tayo.			Do you want to eat dinner?	Gusto mo bang kumain ng hapunan?
				You're right.	Oo nga.			We came across Manie last night.	Nakasalubong natin si Manie kagabi.
				It's hard when you're away.	Ang hirap kapag malayo ka.			We encountered a huge rat.	May nakita kaming malaking daga.
				My hands are getting tired.	Masakit na ang kamay ko.			My tooth has a cavity.	May sira ang ngipin ko.
				But I will try	Pero kakayanin ko.			Invite him.	Imbitahan mo siya.
				It hurts right?	Ang sakit noh?			Invite her.	Imbitahan mo siya.
				It is raining hard.	Malakas ang ulan.			Please attend my graduation ceremony.	Pakidaluhan ang aking seremonya ng pagtatapos.
				It's so hot!	Napakainit!			Kakausapin ka ng guidance counselor.	The guidance counselor will talk to you.
				There's no malice!	Wala namang malisya!			Do you believe in God?	Naniniwala ka ba sa Diyos?
				Pwede ba umalis ka na?	Will you go now?			Whose turn is it to cook?	Kaninong tira na sa pagluto?
				Are you still happy?	Masaya ka pa ba?			You are a frugal person.	Ikaw ay kuripot na tao.
				Sometimes, it's so tiring.	Minsan, nakakapagod na rin.			You have my sympathies.	Nakikiramay ako.
				I give up.	Ayoko na.			You have our sympathies.	Nakikiramay kami.
				Don't lose hope.	Wag kang mawalan ng pag-asa.			I'm simply in it for the thrill.	Ako'y simpleng narito lang para sa kilig.
				I prefer this.	Mas gusto ko ito.			Where's the thrill in that?	Nasaan ang kilig doon?
				Don't call me.	Wag mo akong tawagan.			Stay vigilant.	Manatiling mapagbantay.
				I will call you later.	Tatawagan kita mamaya.			Stay constantly vigilant.	Laging manatiling mapagbantay.
				It's up to you.	Ikaw na ang bahala.			There's a fruitcake for everyone.	Mayroong fruitcake para sa lahat ng tao.
				There are so many mosquitoes	Ang daming lamok!			Everything changes.	Lahat ng bagay ay nagbabago.
				I am proud of my child.	Ipinagmamalaki ko ang aking anak.			Everything will change.	Lahat ng bagay ay magbabago.
				Are you afraid?	Natatakot ka ba?			Everything changed.	Lahat ng bagay ay nagbago.
				Do you want to get rich?	Gusto mo bang maging mayaman?			Everything changed when the fire nation attacked.	Lahat ng bagay ay nagbago nang ang nasyon ng apoy ay lumusob.
				There are so many things to do	Ang daming pwedeng gawin!			Everything changed when the fire nation attacked.	Lahat ng bagay ay nagbago nang ang nasyon ng apoy ay umatake.
				How are you?	Kumusta ka?			Sleep already.	Matulog ka na.
				Coming soon	Malapit na.			Sleep again.	Matulog ka ulit.
				I'm finished.	Tapos na ako.			Go to sleep.	Matulog ka.
				Marry me	Pakasalan mo ako			Go to sleep already.	Matulog ka na.
				Throw that away.	Itapon mo yan.			Drowsiness could not be resisted.	Hindi mapigilan ang antok.
				Can I take you with me?	Pwede ba kitang isama?			I talked to you only for fun.	Kinausap kita para lang sa aliw.
				We are almost there.	Malapit na tayo.			Listen attentively to the sayings of the elderly.	Makinig ka ng mabuti sa kasabihan ng matatanda.
				We are already here.	Nandito na tayo.			His load is heavy.	Mabigat ang pasan niya.
				I've thought it's done.	Akala ko tapos na.			His burden is heavy.	Mabigat ang pasan niya.
				Would that be all?	Yun lang ba?			Put a few drops of Nitric Acid.	Patakan mo ng kaunting Nitric Acid.
				Think before you speak.	Mag-isip ka muna bago ka magsalita.			Sprinkle some wonderful acid.	Budburan ng kaunting kahanga-hangang asido.
				Hard to do.	Mahirap gawin.			I refuse.	Ayaw ko.
				Don't leave me.	Huwag nyo akong iwanan.			I don't care if it hurts.	Wala akong pakialam kung masakit.
				I'm tired.	Ako'y pagod na.			You are so numb.	Ang manhid mo naman.
				You still have chance to recover.	May pagkakataong ka pang bumawi.			Your filling is delicious.	Masarap ang palaman mo.
				I am asking for help.	Ako po ay humihingi ng tulong.			Water the plants at the front.	Diligan mo ang mga halaman sa harap.
				I don't get it.	Di ko maintindihan.			Water the plants.	Diligan mo ang mga halaman.
				I want to meet you.	Gusto kong makipagkita sayo.			Please water the plants.	Pakidiligan mo ang mga halaman.
				Are you crazy?	Baliw kaba?			Please water the plants.	Pakidilig ang mga halaman.
				Can you read it again?	Pwede mo bang basahin ulit?			Can you please water the plants?	Maaari bang pakidilig ang mga halaman?
				I am not in the mood right now.	Wala ako sa mood ngayon.			Can you please water the plants?	Maaari bang pakidiligan mo ang mga halaman?
				How is your health?	Kamusta na kalusugan mo?			We must push back.	Kailangan nating magtulak pabalik.
				We broke up.	Naghiwalay na kami.			It should be done within a fortnight.	Kailangang matapos ito sa loob ng dalawang linggo.
				We are already separated.	Hiwalay na kami.			Want to have a little fun?	Gusto mo ng kaunting kasiyahan?
				Don't be too obvious.	Huwag masyadong halata.			It is still too early.	Maaga pa masyado.
				Basha is a happy child.	Masayahing bata si Basha.			She has no plan to be serious.	Wala siyang balak magseryoso.
				Are you finished?	Tapos ka na ba?			Just joking.	Nagbibiro lang.
				I am praying.	Ako'y nagdarasal.			Just a joke.	Pawang biro lang.
				The rain is pouring.	Bumubuhos na ang ulan.			It is quite fun to be played around.	Masaya namang niloloko ka lamang.
				Bet on your baby.	Pumusta ka sa iyong anak.			The doctor is strange.	Ang doktor ay kakaiba.
				We are all equal.	Pantay-pantay tayong lahat.			The doctor is exceptional.	Ang doktor ay naiiba.
				My mother is a good cook.	Magaling magluto ang aking ina.			There are stranger things.	Mayroong mas kakaiba na mga bagay.
				I hope so.	Sana nga.			He is a stranger to the students.	Siya ay di kilala ng mga studyante.
				My mother cooks well.	Magaling magluto ang aking ina.			He is anonymous to the students.	Siya ay di kilala ng mga studyante.
				Spread the good news.	Ikalat mo ang magandang balita.			He is not our acquaintance.	Siya ay hindi namin kakilala.
				You are annoying!	Nakakairita ka!			Where is your signature?	Nasaan ang iyong pirma?
				We just have fun.	Nagkaroon lang kami ng kasiyahan.			Put your signature here.	Ilagay mo ang iyong lagda dito.
				Come back.	Bumalik ka.			There is an anonymous monkey.	Mayroong hindi kilalang unggoy.
				We are friends.	Tayo ay magkaibigan.			There was an anonymous monkey earlier.	Mayroong hindi kilalang unggoy kanina.
				Engineering is hard.	Ang inhinyeriya ay mahirap.			There will be an anonymous monkey.	Magkakaroon ng hindi kilalang unggoy.
				Farmers should be rich.	Mayayaman dapat ang mga magsasaka. 			She is on a different level.	Siya ay nasa ibang antas.
				I can't reach.	Hindi ko maaabot.			He smiled mysteriously.	Siya ay ngumiti nang kataka-taka
				You should go to church tomorrow.	Pumunta ka dapat sa simbahan bukas.			Sign here.	Pumirma ka dito.
				Why should I go there?	Bakit na man ako pupunta?			Here is where you sign.	Dito ka pumirma.
				I have no idea.	Wala akong maisip.			Here is where you should sign.	Dito ka dapat pumirma.
				How much?	Magkano po?			I want to get his autograph.	I want to get his signature.
				Where are you now?	Saan ka na?			Almost done.	Malapit nang matapos.
				Who are you with?	Sino ang kasama mo?			It is almost done.	Malapit na itong matapos.
				I can't understand.	Hindi ko maintindihan.			Terminate the contract.	Wakasan ang kasunduan.
				Do you have food?	May pagkain ka?			Terminate the life support system.	Wakasan ang sistema ng suporta sa buhay.
				I hope you're happy.	Sana masaya ka.			Free me from my suffering.	Palayain mo ako mula sa aking pagdurusa.
				This is difficult.	Ang hirap nito.			Do I dare disturb the universe?	Mangangahas ba akong istorbohin ang sandaigdig?
				Why am I alone?	Bakit ako nag-iisa?			Even the darkest night will end.	Pati ang pinakamadilim na gabi ay matatapos din.
				I've waited this moment for so long.	Matagal ko nang hinintay ang pagkakataong ito.			We accept the love we think we deserve.	Tinatanggap natin ang pagmamahal na tingin natin ay karapatdapat para sa atin.
				I want to go home	Gusto ko nang umuwi.			But we never give the love others might actually deserve.	Ngunit kailanman ay hindi natin binibigay ang pagmamahal na maaaring talagang nararapat sa iba. 
				Clean your surroundings.	Linisin mo ang iyong kapaligiran			I was a different person then.	Ibang tao ako noon.
				I'm tired of living.	Pagod na akong mabuhay.			Four thousand and two hundred phrases and sentences are here.	Narito ang apat na libo at dalawang daang parirala at pangungusap.
				You are stinky.	Ikaw ay mabaho.			Will you add more?	Magdadagdag ka pa ba?
				Why are you crying?	Bakit ka umiiyak?			Here is the last target.	Dito na ang huling pinupuntirya.
				I can't understand.	Hindi ko maintindihan.			You are over the limit.	Lagpas ka na sa hangganan.
				I am so happy.	Ang saya-saya ko.			I am only until here.	Hanggang dito na lang ako.
				Where did you go?	Saan ka pumunta?			Dreaming of being yours.	Nangangarap na mapasayo.
				Where are you going?	Saan ka pupunta?			Go ahead, try to subtract.	Sige, subukan mo bawasan.
				I'm jealous.	Naiinggit ako.			This is the end of the line.	Ito na ang dulo ng linya.
				I've already eaten.	Kumain na ako.			There are five hundred books in the library.	Mayroong limang daang libro sa silid-aklatan.
				I'm eating	Kumakain ako.			There are five paths to get to the library.	Mayroong limang daan papuntang silid-aklatan.
				The hole in your nose is big.	Malaki ang butas ng ilong mo.			There are five ways to get to the library.	Mayroong limang daan papuntang silid-aklatan.
				I will be eating.	Kakain ako.			There are five ways to solve this problem.	Mayroong limang paraan ng paglutas ng problemang ito.
				My sibling is ugly.	Pangit ang aking kapatid.			He went to the library to gather data.	Pumunta siya sa silid-aklatan para kumalap ng datos.
				I was forced to write here.	Pinilit lang po akong magsulat dito.			He went to the library to gather impormasyon.	Pumunta siya sa silid-aklatan para kumalap ng impormasyon.
				This is against my will.	Labag po ito sa aking kalooban.			He went to the library to study.	Pumunta siya sa silid-aklatan para mag-aral.
				I don't want to die.	Ayaw kong mamatay.			His story is about you.	Ang kwento niya ay tungkol sa iyo.
				Sharp fangs.	Matatalim na mga pangil.			Her story is about you.	Ang kwento niya ay tungkol sa iyo.
				I want a gift.	Gusto ko ng regalo.			His story is about you.	Ang kwento niya ay tungkol sayo.
				I want to paint.	Gusto kong magpinta.			Her story is about you.	Ang kwento niya ay tungkol sayo.
				When will this end?	Kailan pa ba ito matatapos?			The page of his book was torn.	Ang pahina ng kanyang libro ay napunit.
				Where are they?	Nasaan na sila?			The page of his book is torn.	Ang pahina ng kanyang libro ay punit.
				Bad news.	Masamang balita.			Where are you ordinally placed in the line?	Pang-ilan ka sa pila?
				There is a threat to my life.	May banta sa aking buhay.			Where are you ordinally placed in the line now?	Pang-ilan ka na sa pila?
				My penis is big.	Malaki ang aking titi.			Where is he ordinally placed in the line?	Pang-ilan siya sa pila?
